None	AALB	ACEP	AGAM	AMEL	BMOR	BTAB	BTER	CNAS	CSOL	DANA	DARI	DBIA	DBIP	DBUS	DELE	DERE	DEUG	DGRI	DGUA	DHYD	DKIK	DMEL	DMIR	DMOJ	DNAV	DNOV	DOBS	DPER	DPLE	DPSE	DRHO	DSER	DSIM	DSUZ	DTAK	DVIR	DWIL	DYAK	GMEL	HKAH	MPHA	MSAC	NVIT	OBIR	PPOL	PXUT	SLEB	TCAS	TRNI	DSEC
LOC108019112|XP_016942328.1|DSUZ	173.10000000000002	113.2	172.2	108.2	139.2	114.4	110.5	142.1	124.8	384.4	376.3	576.2	403.3	325.5	520.0	521.2	496.5	366.3	404.1	353.2	469.2	511.1	414.1	372.5	370.2	371.7	406.8	409.5	136.3	409.5	533.1	461.8	512.3	617.5	564.3	375.6	354.0	526.6	62.349999999999994	147.5	119.4	132.5	124.4	110.9	138.3	144.4	308.1	131.7	147.1	513.5
LOC108019738|XP_016943159.1|DSUZ	0	0	0	0	0	0	0	0	0	463.8	257.3	546.6	456.1	0	479.9	553.1	530.4	285.4	368.2	278.1	484.2	531.6	420.2	0	0	303.9	398.7	415.2	0	414.1	500.4	474.6	473.8	615.5	531.6	290.8	328.9	511.9	0	0	0	0	0	0	0	0	293.1	0	0	521.5
LOC108019861|XP_016943394.1|DSUZ	331.6	66.6	233.8	82.8	112.8	70.5	85.1	300.1	56.6	1818.1	1305.0	2148.6	1805.8	1485.3	718.1333333333332	2012.3	2024.2	1213.0	1680.6	1416.4	1877.8	2027.7	1674.8	1287.7	1360.9	1550.0	1474.15	1669.1	82.0	1654.4	1966.4	1886.3	1993.4	2249.6	1900.9	1545.4	1451.0	2003.4	82.6	77.0	87.8	0	0	76.3	68.2	43.5	1399.4	0	100.5	1965.3
LOC108013182|XP_016934372.1|DSUZ	0	0	0	0	0	0	0	0	0	683.3	548.5	1167.1	653.7	514.2	969.1	1022.3	1020.0	592.0	640.2	549.7	756.1	1013.1	650.2	560.1	541.2	577.4	667.9	649.8	0	656.0	1011.9	743.8	1025.8	1377.1	1073.2	578.6	544.3	1026.9	0	0	0	0	0	0	0	0	330.06666666666666	0	0	1012.3
LOC108021248|XP_016945355.1|DSUZ	479.6	213.0	459.1	294.7	340.5	0	307.4	0	242.7	1017.3	729.9	1268.4	1001.5	577.0	1142.1	1095.9	1096.3	788.5	886.7	751.9	1012.3	1069.3	913.3	734.6	731.5	737.3	917.1	898.7	350.9	899.0	1135.2	1006.1	1085.5	1332.4	1166.0	764.2	822.0	1082.8	352.1	261.2	188.3	119.8	270.4	304.7	349.4	350.5	796.2	337.8	343.2	1067.8
LOC108021554|XP_016945812.1|DSUZ	0	0	0	0	0	0	0	0	0	57.0	0	51.6	55.5	41.2	66.2	49.3	70.9	0	47.4	0	50.4	51.2	45.8	0	0	0	49.7	45.8	0	47.0	47.599999999999994	52.0	51.2	157.5	65.5	0	47.8	58.9	0	0	0	0	0	0	0	0	44.3	0	0	51.2
LOC108012401|XP_016933250.1|DSUZ	0	0	0	0	47.0	0	0	41.2	0	311.2	268.5	387.5	319.3	274.2	376.3	373.6	331.3	265.0	245.4	275.4	333.2	325.5	289.7	268.5	266.9	282.0	295.0	289.3	44.3	291.6	346.7	348.6	359.4	408.3	389.8	280.4	300.8	376.7	41.6	47.0	0	0	0	0	0	0	241.5	0	41.6	323.6
LOC108019868|XP_016943413.1|DSUZ	301.9666666666667	209.95000000000002	415.2	215.5	365.5	262.7	212.45000000000002	233.6	216.64999999999998	935.6	770.0	1108.6	975.7	789.3	956.8	1060.4	1060.4	796.2	885.2	804.3	1023.5	1011.5	919.8499999999999	770.8	770.4	822.8	910.2	929.9	199.0	933.3	492.05	991.5	1009.2	1137.5	1058.5	828.9	860.9	1065.8	375.2	203.0	219.75	178.55	210.3	198.95	201.6	200.7	854.0	205.65	373.6	1043.1
LOC108006848|XP_016925886.1|DSUZ	0	0	0	0	0	0	0	0	0	308.5	221.1	489.6	302.8	203.4	450.7	393.7	474.9	187.2	291.2	272.3	351.3	402.1	301.6	223.0	226.5	240.4	263.1	303.1	0	303.9	413.7	360.5	402.5	540.8	438.7	219.9	287.0	400.2	0	0	0	0	0	0	0	0	229.9	0	0	402.5
LOC108009269|XP_016928967.1|DSUZ	162.95	112.5	146.0	107.1	60.5	93.6	105.1	137.9	108.2	382.5	344.4	425.2	370.9	343.6	418.3	418.3	418.3	335.5	372.9	346.7	402.1	421.0	374.6	342.8	349.0	345.1	0	375.2	67.8	376.3	419.5	399.1	421.0	434.1	426.8	0	296.6	418.3	62.8	57.4	109.4	117.9	106.7	110.9	0	58.5	330.1	0	62.8	417.9
LOC108021232|XP_016945327.1|DSUZ	0	0	0	0	0	0	0	0	0	719.5	446.8	1490.3	786.2	584.3	1084.7	1087.4	1155.2	506.9	609.8	526.2	792.0	894.0	172.20999999999998	488.0	401.7	589.7	431.0	282.8666666666667	0	279.05	525.1333333333333	703.0	983.0	1710.3	1201.8	571.2	707.6	1082.0	0	0	0	0	0	0	0	0	688.3	0	0	497.1
LOC108016277|XP_016938393.1|DSUZ	635.2	544.3	620.2	508.8	367.1	540.0	541.2	624.8	545.0	953.7	872.1	1144.4	941.4	872.8	1133.6	1120.1	1142.1	833.2	955.3	817.4	1039.3	1062.4	961.8	864.4	855.5	874.4	979.2	548.7333333333333	213.6	388.425	1161.4	1012.3	1082.8	1238.4	1157.9	853.2	862.4	1081.2	309.7	507.3	537.0	545.0	549.3	506.5	586.6	593.6	823.2	594.0	590.1	1093.2
LOC108015294|XP_016937158.1|DSUZ	0	0	0	0	0	0	0	0	0	1315.4	795.4	1904.0	1261.9	483.8	1535.4	1940.2	1788.9	724.5	895.6	841.6	1458.0	1944.5	708.75	792.3	760.4	716.8	753.1	909.1	0	908.3	1805.0	1265.4	1764.6	2582.0	1588.9	700.7	757.3	1941.0	0	0	0	0	0	0	0	0	355.5	0	0	1794.2
LOC108006344|XP_016925352.1|DSUZ	747.25	674.1	726.9	661.0	700.7	670.6	667.2	695.3	630.2	867.8	796.6	901.0	871.3	808.5	888.6	885.9	902.5	828.9	858.2	807.7	886.3	895.2	863.6	798.9	799.7	823.2	860.9	869.8	698.4	874.8	609.75	863.2	901.7	936.4	908.3	822.8	835.1	896.3	707.2	699.1	673.7	0	672.2	682.9	709.1	712.2	778.5	673.7	715.7	901.4
LOC108011852|XP_016932582.1|DSUZ	178.5	212.6	273.5	0	129.0	0	193.4	226.5	170.6	1341.6	725.3	1942.5	1342.8	857.8	1149.8	1881.7	1813.5	938.3	895.2	840.1	1270.4	1869.4	809.7	719.9	758.1	780.0	855.1	805.4	160.2	822.0	1832.4	1208.0	1849.3	2194.1	985.5	844.3	533.3	1860.1	0	171.0	206.8	0	205.3	209.5	151.0	147.9	867.1	216.1	112.8	1893.6
LOC108011638|XP_016932315.1|DSUZ	446.0	371.7	441.0	410.2	366.3	401.0	396.7	481.1	371.7	705.3	655.6	844.7	406.0	657.5	256.425	778.9	425.05	656.8	723.8	629.8	427.75	769.2	724.9	654.8	654.4	641.3	268.275	726.9	357.1	726.9	798.9	473.0	775.4	907.1	820.8	641.0	695.7	770.4	271.9	329.96666666666664	373.2	0	371.3	376.3	0	375.2	642.5	371.7	351.5	774.6
LOC108006999|XP_016926097.1|DSUZ	261.9	238.4	240.0	0	0	214.89999999999998	0	250.8	258.1	458.0	394.4	545.8	458.8	398.7	513.1	472.6	495.0	367.9	434.5	392.5	452.6	484.6	426.4	392.5	388.3	402.5	436.0	421.4	0	422.9	510.4	453.8	486.1	587.0	524.2	403.3	381.7	475.3	145.2	0	0	204.1	0	0	0	110.0	403.3	0	245.4	485.7
LOC108010007|XP_016930286.1|DSUZ	0	0	0	0	0	0	0	0	0	101.7	83.2	132.1	118.6	96.3	117.1	92.4	125.2	60.8	107.8	92.0	97.1	90.5	104.2	81.6	84.7	83.2	109.0	99.4	0	104.4	112.8	105.5	125.6	136.3	130.2	86.7	82.0	87.4	0	0	0	0	0	0	0	0	80.1	0	0	126.7
LOC108019152|XP_016942391.1|DSUZ	171.75	119.0	151.0	118.6	145.6	91.3	125.6	154.5	100.5	498.4	439.1	797.0	475.7	406.4	640.6	605.5	594.0	453.8	463.4	436.4	500.0	544.3	462.45	439.5	428.7	454.9	457.2	467.05	136.3	474.9	663.7	490.3	533.1	885.2	674.9	456.8	367.1	578.6	157.1	153.3	132.9	81.6	93.2	129.0	100.5	137.9	435.6	169.1	101.85000000000001	525.0
LOC108021475|XP_016945705.1|DSUZ	167.5	128.6	0	116.3	0	99.8	0	162.9	112.8	224.2	216.1	224.9	223.0	211.5	224.9	208.4	226.5	217.2	220.7	216.1	225.3	219.2	219.5	215.7	217.2	217.2	216.1	219.5	121.7	219.5	224.6	225.3	220.3	226.5	226.5	217.2	211.5	220.3	108.2	117.1	124.0	90.1	120.6	97.1	119.8	122.1	213.8	112.8	116.3	220.3
LOC108011013|XP_016931528.1|DSUZ	397.90000000000003	380.6	459.1	379.4	372.9	278.1	370.5	400.2	379.8	767.3	652.9	888.6	770.8	603.6	809.7	864.8	877.5	635.2	776.2	636.3	807.4	819.3	766.5	648.7	657.5	641.7	758.8	769.2	370.5	768.5	286.56666666666666	807.0	810.1	924.9	861.7	645.6	701.4	835.5	330.1	348.6	266.9	342.4	369.8	390.2	369.0	368.6	631.7	389.0	361.7	873.2
LOC108020295|XP_016943911.1|DSUZ	47.0	0	55.5	0	0	0	0	0	0	174.5	140.6	238.4	169.5	131.7	211.8	187.6	216.9	134.4	151.4	137.9	209.5	208.0	150.0	140.2	130.6	133.3	151.4	141.4	0	165.2	227.6	199.1	186.8	289.7	208.4	145.6	147.9	186.0	0	0	0	0	0	0	0	0	141.7	44.3	0	209.1
LOC108021396|XP_016945584.1|DSUZ	529.6	488.0	528.1	461.1	526.2	473.0	485.0	534.6	479.6	650.2	622.9	672.5	653.3	536.2	661.8	652.1	656.4	628.6	645.6	634.0	656.8	649.4	641.0	639.0	640.2	642.5	647.1	641.0	520.0	641.0	658.7	636.9	652.5	683.7	668.3	641.3	639.0	649.0	516.9	242.3	496.1	437.35	503.8	75.5	513.1	512.3	630.2	418.5	521.5	651.4
LOC108019590|XP_016942922.1|DSUZ	444.42500000000007	181.05	0	387.5	303.9	372.5	398.7	475.7	378.3	1579.3	1393.6	1733.8	1583.2	1338.2	1652.1	1666.0	1713.4	1095.5	1535.8	1381.7	1656.7	1674.8	1538.9	1395.9	1393.3	1404.8	1533.5	1518.1	308.1	1547.3	953.75	1593.2	1677.9	1808.1	1705.3	1414.1	1389.8	1674.1	302.4	312.0	396.7	0	384.8	381.7	307.8	303.5	1379.0	385.2	279.6	1662.5
LOC108008899|XP_016928293.1|DSUZ	0	0	0	0	0	0	0	0	0	277.3	181.0	357.5	292.7	188.3	323.9	313.5	331.3	193.4	271.6	185.7	298.1	329.7	268.1	180.6	179.1	191.4	259.25	271.2	0	270.8	330.5	302.4	343.2	388.3	352.1	198.0	201.8	339.0	0	0	0	0	0	0	0	0	134.4	0	0	341.3
LOC108005420|XP_016924187.1|DSUZ	0	0	0	0	0	0	0	0	0	265.4	193.7	339.3	223.4	153.7	298.9	362.8	358.2	170.6	202.6	188.0	185.7	356.3	0	189.5	183.0	120.9	189.5	240.0	0	233.0	317.8	221.9	357.5	419.1	355.1	170.6	208.8	369.0	0	0	0	0	0	0	0	0	156.4	0	0	357.5
LOC108020482|XP_016944302.1|DSUZ	69.5	71.6	77.0	77.4	78.6	0	76.3	63.2	65.5	1012.3	397.26666666666665	1276.5	1008.8	492.1	635.4000000000001	1172.1	734.6	538.7666666666667	715.7	445.1333333333334	613.7333333333335	1192.6	747.7	449.53333333333336	450.03333333333336	460.5666666666666	734.9	749.6	67.75	746.5	1136.7	1076.6	1184.9	1562.0	384.03333333333336	473.3	248.75	779.05	75.9	75.1	68.2	68.2	74.3	75.1	81.3	80.9	240.17142857142855	79.7	79.3	1179.1
LOC108014888|XP_016936595.1|DSUZ	614.4000000000001	434.9	602.8	441.4	419.5	428.3	426.4	515.0	438.7	939.5	872.1	987.3	934.5	869.0	971.1	964.9	967.6	881.3	921.8	876.3	940.3	961.8	902.5	872.5	871.3	891.7	920.6	902.5	358.2	906.4	958.7	938.7	961.4	1001.9	976.5	888.6	888.6	655.4000000000001	421.4	200.85	442.6	380.9	456.8	444.5	412.5	235.15	875.5	468.0	426.0	958.4
LOC108008886|XP_016928280.1|DSUZ	0	0	0	0	0	0	0	0	0	138.7	139.4	273.1	143.7	124.8	191.0	184.5	206.5	141.75	156.4	143.7	147.9	157.9	150.8	145.6	144.1	149.8	156.4	153.7	0	153.7	188.3	145.4	162.2	360.1	225.7	150.6	128.05	193.7	0	0	0	0	0	0	0	0	152.5	0	0	159.8
LOC108017864|XP_016940510.1|DSUZ	72.6	40.4	70.9	0	0	0	48.5	49.7	0	167.9	105.9	251.5	177.6	132.9	234.2	215.7	238.4	120.9	165.6	108.6	172.6	218.0	149.45	109.8	106.3	114.8	159.5	165.6	0	165.6	222.6	173.3	223.4	266.9	235.3	115.5	181.4	225.3	0	0	0	0	0	0	0	0	145.2	40.8	44.7	219.5
LOC108005365|XP_016924104.1|DSUZ	0	0	0	0	0	0	0	0	0	114.4	0	236.5	131.3	0	184.1	181.4	178.7	0	0	0	0	176.4	0	0	0	0	0	0	0	0	208.0	0	174.5	261.2	208.8	0	124.8	181.8	0	0	0	0	0	0	0	0	99.8	0	0	172.9
LOC108017462|XP_016939986.1|DSUZ	314.46666666666664	282.0	301.2	278.9	250.4	234.2	282.0	295.0	263.8	439.9	401.4	461.5	439.5	390.6	456.1	451.4	453.4	401.0	424.1	398.3	438.7	453.4	417.5	399.4	401.0	405.2	416.0	422.9	241.1	420.2	460.7	439.9	456.1	478.4	453.4	407.1	416.8	459.9	244.6	243.0	282.7	279.6	266.5	278.9	251.1	252.3	393.7	268.1	251.5	457.2
LOC108015230|XP_016937063.1|DSUZ	0	0	49.3	0	0	0	0	44.3	0	501.5	307.8	1156.4	501.5	209.9	899.8	930.2	1012.7	258.8	431.4	370.5	675.2	1015.4	566.2	329.7	334.0	186.8	570.5	594.7	0	565.5	1009.2	542.0	912.1	1613.2	762.7	280.8	357.1	841.3	0	0	0	0	0	0	0	0	171.2	0	0	988.8
LOC108021025|XP_016944995.1|DSUZ	1268.4	1177.9	1227.6	1101.3	1060.8	1018.1	1113.2	1238.0	500.4	1996.1	1782.3	2208.3	1972.6	1781.9	2155.2	2114.0	2134.8	1835.1	1958.7	1785.0	2030.4	2122.1	1992.6	1785.0	1776.5	1823.1	1984.1	1990.7	939.9	1987.6	2160.2	2035.0	2121.7	2311.6	2148.6	1822.0	1833.9	2125.9	391.35	538.3	1177.9	1005.7	973.0	1181.0	1045.0	1080.9	1829.7	1122.5	1080.5	2121.7
LOC108010248|XP_016930591.1|DSUZ	121.7	104.8	130.6	90.1	0	96.3	92.4	148.3	75.5	429.5	301.2	528.9	430.6	274.2	465.7	469.9	504.6	276.6	342.8	310.8	454.9	475.7	338.6	304.7	304.3	264.2	342.0	339.7	0	372.5	483.8	449.5	474.6	545.8	453.4	258.5	377.9	462.6	0	0	102.4	101.3	99.4	114.0	0	0	312.0	84.7	0	472.2
LOC108012430|XP_016933283.1|DSUZ	375.55	214.9	332.4	268.9	252.3	265.0	259.2	323.9	251.1	807.4	709.5	936.4	824.3	707.6	875.5	862.8	879.0	708.0	735.7	740.0	820.1	889.8	726.9	714.9	728.4	740.7	748.0	730.7	269.6	734.2	900.6	817.4	887.9	953.7	911.8	741.1	733.8	698.8666666666667	209.5	265.4	161.8	119.8	236.5	181.4	236.5	241.5	687.2	213.8	246.5	885.2
LOC108019366|XP_016942676.1|DSUZ	0	0	0	0	0	0	0	0	0	127.9	0	268.5	130.6	0	238.8	216.1	224.2	0	119.8	0	127.1	214.5	117.9	0	0	0	106.3	118.2	0	114.8	228.95	125.2	226.1	304.3	251.1	0	0	214.2	0	0	0	0	0	0	0	0	89.4	0	0	222.6
LOC108016767|XP_016939020.1|DSUZ	387.9	209.5	372.5	197.2	236.1	163.7	203.4	350.1	0	724.2	701.8	899.4	714.5	629.0	778.1	831.2	830.1	691.4	716.1	689.5	765.4	823.5	748.4	705.7	704.1	706.4	761.1	758.1	156.0	761.5	808.9	763.1	825.1	993.0	809.7	711.4	711.4	825.9	240.0	250.4	218.0	148.7	186.4	210.3	238.8	241.5	674.5	234.6	155.05	827.8
LOC108010063|XP_016930365.1|DSUZ	444.5	407.9	457.6	417.9	426.0	438.7	412.9	440.3	382.1	735.3	590.1	768.8	444.7	585.1	446.45	750.7	743.0	602.1	695.3	589.7	436.04999999999995	751.1	520.95	588.6	583.2	586.3	350.90000000000003	684.9	431.8	686.4	739.6	733.8	738.4	771.9	757.7	585.1	616.3	751.1	416.0	318.9	411.4	419.9	396.4	0	418.7	296.05	591.7	429.1	448.7	737.3
LOC108010954|XP_016931457.1|DSUZ	0	0	0	0	0	0	0	0	0	41.6	0	223.0	0	0	89.7	104.4	72.0	0	0	0	0	102.1	0	0	0	0	0	0	0	0	0	0	105.5	387.5	149.8	0	0	102.8	0	0	0	0	0	0	0	0	0	0	0	108.6
LOC108009765|XP_016929881.1|DSUZ	93.17999999999999	100.23333333333333	128.25	94.10000000000001	0	57.8	94.09999999999998	235.0	48.35	1401.0	823.2	1923.7	1386.3	985.7	1659.4	1677.9	1763.4	1144.4	794.3	1107.0	1587.8	1677.5	1273.85	988.8	987.6	1162.9	1297.7	1295.0	0	1299.6	1649.0	1507.3	1682.5	2176.0	1600.1	1098.6	1082.8	1587.8	0	0	84.89999999999999	105.15	90.39999999999999	97.93333333333334	0	0	1019.6	128.85	0	1685.2
LOC108016736|XP_016938965.1|DSUZ	0	52.4	0	0	47.8	0	53.5	0	53.5	1149.0	867.1	1247.3	1153.7	827.0	1176.0	1215.3	1223.8	902.1	943.3	911.8	1069.7	1224.5	926.4	869.4	852.0	932.9	958.7	921.8	63.2	919.8	1209.5	948.3	1223.4	1263.1	1219.9	937.9	1061.2	1209.5	0	57.4	66.2	68.2	0	52.4	64.7	64.3	862.4	0	63.5	1224.5
LOC108014946|XP_016936657.1|DSUZ	74.3	57.0	0	0	82.8	71.2	0	78.2	70.5	474.2	375.9	718.4	443.0	232.3	606.7	733.0	760.0	361.7	426.0	359.0	515.0	707.6	372.5	383.3	438.3	397.9	374.0	387.5	78.6	381.7	734.2	545.4	713.4	902.9	637.1	421.0	297.7	742.7	79.3	83.6	57.0	0	73.6	0	70.9	66.6	367.9	80.1	67.0	723.4
LOC108018971|XP_016942066.1|DSUZ	0	0	0	0	0	0	0	0	0	156.4	0	476.1	182.2	0	278.9	256.1	253.1	0	115.2	0	169.9	240.7	110.2	0	60.1	57.8	125.6	114.8	0	120.2	265.0	149.8	261.2	676.4	339.0	58.2	65.1	245.4	0	0	0	0	0	0	0	0	0	0	0	256.9
LOC108021369|XP_016945549.1|DSUZ	0	0	55.8	0	0	0	0	0	0	305.8	225.3	411.8	302.8	228.8	375.2	338.6	349.4	208.8	245.4	223.8	297.7	360.5	232.3	228.4	224.9	226.1	243.0	233.8	0	233.8	364.4	275.4	362.1	433.7	381.7	231.5	228.4	345.5	0	0	0	0	0	0	0	0	249.6	0	0	359.0
LOC108006914|XP_016926002.1|DSUZ	322.8	263.1	318.9	235.0	256.1	194.5	229.2	279.6	257.7	513.8	365.9	527.3	511.9	467.2	516.5	524.2	528.1	466.8	502.7	471.5	513.5	526.2	501.9	472.6	470.3	471.5	495.4	496.1	250.0	501.9	527.3	523.1	526.2	530.4	530.4	471.5	473.0	520.8	253.1	241.5	266.9	229.2	234.2	250.8	245.4	248.4	326.8	240.0	245.0	525.0
LOC108004764|XP_016923294.1|DSUZ	0	0	0	0	0	0	0	0	0	389.0	200.7	1139.0	398.7	219.2	801.2	736.9	815.1	149.4	0	0	134.0	713.4	0	190.3	0	232.6	0	0	0	0	834.7	292.4	719.9	1347.4	827.0	223.0	172.0	698.4	0	0	0	0	0	0	0	0	0	0	0	714.1
LOC108006441|XP_016925458.1|DSUZ	225.3	162.2	0	0	162.5	150.2	157.9	206.8	156.4	273.1	275.8	284.6	272.7	275.0	282.0	283.1	280.4	271.6	268.1	274.2	270.4	275.0	266.2	275.8	275.8	276.9	275.0	276.9	161.0	276.9	282.3	266.9	275.0	286.2	285.0	276.9	276.6	280.4	161.4	160.6	163.7	141.0	168.7	162.5	159.1	163.3	270.4	152.1	161.8	275.0
LOC108017003|XP_016939447.1|DSUZ	107.8	0	0	0	78.2	74.7	0	112.8	0	184.5	179.9	248.1	174.5	174.9	227.3	228.4	235.0	169.9	171.4	179.9	197.2	229.2	171.0	179.9	177.2	185.7	171.4	171.0	89.7	171.0	230.7	174.5	229.2	258.1	234.2	179.5	192.6	230.3	85.1	78.6	77.4	0	0	0	77.8	0	192.2	0	0	226.9
LOC108010002|XP_016930279.1|DSUZ	407.9	321.6	410.6	317.0	312.4	270.0	319.3	405.2	295.0	921.8	756.9	966.1	918.7	733.0	949.9	945.3	939.9	827.4	873.6	759.2	881.3	931.4	837.2	756.9	756.5	817.8	879.8	854.0	308.5	854.0	955.3	882.1	937.6	996.1	948.3	815.5	742.7	941.8	315.8	298.1	104.76666666666667	214.2	289.7	300.8	310.5	309.7	837.4	235.3	303.5	936.0
LOC108015264|XP_016937109.1|DSUZ	0	0	0	0	0	0	0	0	0	134.05	106.3	403.3	197.6	0	245.0	380.9	382.5	159.8	0	106.5	244.2	386.7	0	105.55	0	0	146.4	0	0	0	349.7	228.4	381.7	547.0	342.8	0	179.5	365.9	0	0	0	0	0	0	0	0	0	0	0	367.5
LOC108009130|XP_016928722.1|DSUZ	449.9	274.25	404.4	340.1	325.5	334.3	360.1	391.0	315.1	600.9	497.3	668.7	595.1	494.6	646.0	639.0	647.1	342.8	586.6	502.7	614.8	644.0	585.5	496.1	489.6	516.2	560.45	584.7	344.4	586.6	644.8	618.2	649.4	702.2	654.1	516.2	506.1	636.3	334.0	317.0	259.2	282.7	334.0	345.9	342.4	335.5	484.2	362.8	345.1	649.0
LOC108021447|XP_016945656.1|DSUZ	427.55	120.07499999999999	417.5	382.5	391.7	408.3	382.9	468.0	367.5	945.7	782.7	1119.0	951.4	654.4	1039.3	1062.4	1067.8	532.55	884.0	571.45	1010.0	1079.7	871.7	771.9	767.3	814.3	944.9	871.7	362.1	871.7	347.75	982.2	1082.8	1146.0	1081.2	836.3	709.9	1068.1	374.4	318.5	387.9	323.9	362.1	218.6	141.0	392.5	783.1	396.7	365.5	1085.5
LOC108015557|XP_016937526.1|DSUZ	0	0	0	0	0	0	0	0	0	198.4	0	281.2	201.1	171.4	253.4	271.6	279.6	159.5	222.6	155.2	229.6	258.8	229.2	160.2	157.5	173.3	228.0	222.6	0	213.4	249.6	219.5	253.8	322.0	286.2	171.4	198.4	255.8	0	0	0	0	0	0	0	0	0	0	0	251.9
LOC108021532|XP_016945783.1|DSUZ	271.6	102.45	203.95000000000002	207.05	220.3	208.4	256.5	313.95	325.5	723.8	659.4	798.9	711.4	636.3	714.5	723.4	751.9	600.5	680.6	633.3	700.3	745.0	684.1	661.4	669.1	655.6	673.7	684.1	239.2	698.0	484.0	712.95	732.3	834.7	777.7	655.2	660.6	738.4	165.25	214.75	199.35	189.1	186.45000000000002	261.2	234.6	236.1	658.3	258.8	245.4	731.1
LOC108010121|XP_016930436.1|DSUZ	560.1	519.2	550.8	507.3	420.2	198.63333333333333	510.0	558.5	406.4	852.8	716.8	909.1	860.9	709.1	885.6	883.6	892.1	736.1	814.3	724.5	879.4	888.6	804.9000000000001	716.8	717.2	727.2	803.9	801.6	406.0	802.4	875.9	880.2	887.9	939.5	897.5	734.2	786.9	882.9	406.8	397.9	520.4	276.75	508.1	517.7	413.7	410.6	736.1	509.2	412.1	888.3
LOC108016315|XP_016938440.1|DSUZ	0	99.0	124.0	94.4	78.2	91.7	78.6	94.7	91.3	176.8	0	186.4	178.7	172.9	179.1	178.7	182.6	177.6	171.8	173.3	177.2	174.1	168.3	171.4	173.3	173.3	171.8	170.6	81.3	170.6	170.64999999999998	177.2	178.7	188.0	177.6	173.3	154.5	178.7	78.6	80.9	80.5	87.8	90.5	97.8	0	0	176.8	91.7	82.8	178.7
LOC108012410|XP_016933260.1|DSUZ	146.2	92.0	86.7	74.7	111.3	76.3	81.6	164.5	102.4	502.3	406.8	701.0	504.6	447.2	609.0	629.8	589.3	423.7	475.7	446.4	563.5	615.1	494.2	439.9	390.2	463.0	511.9	498.4	105.1	500.4	581.3	532.3	629.8	764.6	642.5	469.9	412.5	625.9	107.8	90.9	90.1	74.3	104.0	83.2	114.0	104.4	425.2	81.6	105.9	626.7
LOC108008933|XP_016928333.1|DSUZ	0	0	0	0	0	0	0	0	0	0	0	209.5	0	0	0	109.8	95.9	0	0	0	0	104.4	0	0	0	0	0	0	0	0	0	0	107.5	282.0	130.2	0	0	110.2	0	0	0	0	0	0	0	0	0	0	0	98.6
LOC108020426|XP_016944227.1|DSUZ	837.4	738.0	449.7	698.7	688.75	747.7	710.3	789.6	653.7	743.6	748.5999999999999	785.6	498.56666666666666	735.5	772.1500000000001	828.1333333333333	767.5	745.7	754.75	742.6500000000001	754.05	769.8	752.7	747.65	746.5	744.5999999999999	753.25	753.05	669.1	752.7	769.2	753.4	770.8	966.8	508.3333333333333	747.25	759.8	770.1500000000001	685.45	709.9333333333334	739.6	777.7	715.3	741.5	711.5666666666666	678.35	746.1	733.6	689.7	768.85
LOC108013010|XP_016934086.1|DSUZ	148.7	0	124.8	55.8	62.4	0	0	174.1	55.1	419.5	317.8	463.0	445.3	314.3	379.0	325.9	365.5	298.9	357.5	320.9	328.6	352.4	343.6	320.1	319.7	325.1	356.3	335.1	69.7	340.1	396.4	191.0	351.3	505.4	424.5	321.2	288.9	345.5	0	69.7	0	46.6	53.9	56.2	0	70.9	288.1	90.9	62.0	346.7
LOC108020519|XP_016944350.1|DSUZ	0	0	0	0	0	0	0	0	0	300.8	200.7	365.2	298.5	207.2	307.4	331.3	300.1	215.7	261.5	206.1	317.4	312.0	250.4	201.4	208.8	223.4	246.1	251.9	0	250.0	320.9	315.5	310.1	378.3	312.4	221.1	219.5	338.2	0	0	0	0	0	0	0	0	198.0	0	0	311.2
LOC108014977|XP_016936687.1|DSUZ	73.35	0	70.06666666666666	0	57.8	0	0	0	0	747.3	596.3	888.3	746.5	516.5	755.4	829.3	799.7	605.1	561.2	592.8	638.6	811.2	547.4	599.0	587.4	624.8	548.1	562.8	46.6	551.6	811.2	727.6	805.4	970.7	778.5	617.8	477.6	811.6	48.9	0	0	47.75	0	0	46.25	51.599999999999994	476.9	68.95	50.45	802.4
LOC108007375|XP_016926519.1|DSUZ	0	0	0	0	0	0	0	59.7	0	260.4	216.5	350.5	256.5	176.4	252.3	302.0	308.9	208.8	263.5	212.2	290.8	313.9	256.5	213.8	213.4	205.7	267.3	256.5	0	256.5	292.4	294.3	313.5	361.3	308.5	205.7	166.4	308.9	0	0	0	0	0	0	0	0	125.6	0	0	313.5
LOC108016551|XP_016938717.1|DSUZ	214.16666666666666	146.7	236.5	167.5	109.4	75.5	119.0	133.25	103.6	448.7	380.2	538.9	449.5	386.0	485.7	476.5	515.8	397.1	488.0	336.3	447.2	498.4	473.4	340.9	333.6	402.9	488.8	483.4	71.2	480.3	495.0	492.7	496.9	570.9	532.7	402.1	362.5	448.4	113.6	82.4	141.0	0	81.45	114.4	100.1	102.8	380.6	77.05	118.2	495.4
